entry_id,trip_id,people_id,person_name,trip_date,trip_start_time,trip_end_time,place_id,place_name,lat,lon,event_time,source_presence
39,trip_106,"Tante Titan","Tante Titan",0040-04-19,07:00:00,19:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-04-19 11:57:00",BOTH
40,trip_106,"Tante Titan","Tante Titan",0040-04-19,07:00:00,19:00:00,9196630064,"Himark City Hall",-165.88410403403,39.6635503852535,"2040-04-19 11:57:00",BOTH
41,trip_106,"Tante Titan","Tante Titan",0040-04-19,07:00:00,19:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-19 13:00:00",BOTH
42,trip_106,"Tante Titan","Tante Titan",0040-04-19,07:00:00,19:00:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-04-19 12:00:00",BOTH
43,trip_106,"Tante Titan","Tante Titan",0040-04-19,07:00:00,19:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-19 19:00:00",BOTH
44,trip_106,"Tante Titan","Tante Titan",0040-04-19,07:00:00,19:00:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-04-19 11:57:00",BOTH
45,trip_107,"Tante Titan","Tante Titan",2040-05-29,07:16:00,08:08:00,37810321,"Tours Central Ticketing",-164.413922433544,39.4373547591692,"2040-05-29 08:08:00",B
46,trip_108,"Tante Titan","Tante Titan",2040-07-20,09:31:00,11:30:00,2564179411,"Paackland Control Office",-164.340539454206,39.4253968077931,"2040-07-20 11:05:00",B
47,trip_108,"Tante Titan","Tante Titan",2040-07-20,09:31:00,11:30:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-07-20 11:30:00",B
48,trip_108,"Tante Titan","Tante Titan",2040-07-20,09:31:00,11:30:00,37826661,"Paackland Post Office",-164.371233052081,39.4220277368057,"2040-07-20 09:57:00",B
49,trip_108,"Tante Titan","Tante Titan",2040-07-20,09:31:00,11:30:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-07-20 10:33:00",B
50,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,48511194,,-165.600349924012,39.55045654963,"2040-06-19 21:13:00",BOTH
51,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,48591000,"Port Authority Office",-165.576410268802,39.5385630504902,"2040-06-19 21:13:00",B
52,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-06-19 17:30:00",B
53,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-06-19 14:00:00",B
54,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-19 09:00:00",B
55,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-06-19 21:00:00",B
56,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-06-19 19:00:00",B
57,trip_109,"Carol Limpet","Carol Limpet",0040-06-19,09:00:00,21:13:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-19 14:00:00",B
58,trip_11,"Simone Kat","Simone Kat",0040-07-10,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-10 17:58:00",B
59,trip_11,"Simone Kat","Simone Kat",0040-07-10,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-10 17:58:00",B
60,trip_11,"Simone Kat","Simone Kat",0040-07-10,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-10 21:00:00",B
61,trip_11,"Simone Kat","Simone Kat",0040-07-10,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-07-10 19:00:00",B
62,trip_11,"Simone Kat","Simone Kat",0040-07-10,09:00:00,21:00:00,,,,,"2040-07-10 09:00:00",A
63,trip_110,"Carol Limpet","Carol Limpet",0040-07-17,09:00:00,21:13:00,48475647,"Lomark Civic Plaza",-165.597193567118,39.5219925791217,"2040-07-17 21:13:00",B
64,trip_110,"Carol Limpet","Carol Limpet",0040-07-17,09:00:00,21:13:00,48511187,,-165.596258083304,39.5433462736275,"2040-07-17 21:13:00",BOTH
65,trip_110,"Carol Limpet","Carol Limpet",0040-07-17,09:00:00,21:13:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-17 16:32:00",B
66,trip_110,"Carol Limpet","Carol Limpet",0040-07-17,09:00:00,21:13:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-17 16:32:00",B
67,trip_110,"Carol Limpet","Carol Limpet",0040-07-17,09:00:00,21:13:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-17 21:00:00",B
68,trip_110,"Carol Limpet","Carol Limpet",0040-07-17,09:00:00,21:13:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-07-17 19:00:00",B
69,trip_111,"Carol Limpet","Carol Limpet",2040-06-29,09:00:00,21:00:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-06-29 11:30:00",B
70,trip_111,"Carol Limpet","Carol Limpet",2040-06-29,09:00:00,21:00:00,37831236,,-164.346797881403,39.4198156939129,"2040-06-29 11:00:00",B
71,trip_111,"Carol Limpet","Carol Limpet",2040-06-29,09:00:00,21:00:00,48511187,,-165.596258083304,39.5433462736275,"2040-06-29 21:00:00",BOTH
72,trip_111,"Carol Limpet","Carol Limpet",2040-06-29,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-06-29 21:00:00",B
73,trip_111,"Carol Limpet","Carol Limpet",2040-06-29,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-06-29 15:00:00",B
74,trip_112,"Carol Limpet","Carol Limpet",2040-07-10,11:00:00,21:00:00,48580702,,-165.599641801388,39.5508852452669,"2040-07-10 21:00:00",BOTH
75,trip_112,"Carol Limpet","Carol Limpet",2040-07-10,11:00:00,21:00:00,7557795052,,-164.350473462594,39.4196210005428,"2040-07-10 15:00:00",B
76,trip_112,"Carol Limpet","Carol Limpet",2040-07-10,11:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-07-10 21:00:00",B
77,trip_112,"Carol Limpet","Carol Limpet",2040-07-10,11:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-07-10 19:00:00",B
78,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,30179401,"Himark Customs",-165.881937753836,39.6570524926136,"2040-04-25 03:00:00",B
79,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,30188848,"Anchor Way Grill",-165.890242914931,39.6669391316316,"2040-04-25 03:00:00",B
80,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-04-24 08:16:00",B
81,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,37826661,"Paackland Post Office",-164.371233052081,39.4220277368057,"2040-04-24 22:51:00",B
82,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-04-24 22:28:00",B
83,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-04-24 19:00:00",B
84,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-24 13:00:00",B
85,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,"Himark Ferry Terminal","Himark Ferry Terminal",-165.885612306433,39.6556490467165,"2040-04-25 03:00:00",B
86,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-04-24 23:00:00",B
87,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-04-24 10:00:00",B
88,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-24 19:00:00",B
89,trip_113,"Teddy Goldstein","Teddy Goldstein",0040-04-24,08:16:00,03:00:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-04-24 08:16:00",B
90,trip_114,"Simone Kat","Simone Kat",0040-05-14,07:31:00,10:21:00,48534978,"Lomark Post Office",-165.586902515428,39.5115439547328,"2040-05-14 10:21:00",BOTH
91,trip_115,"Simone Kat","Simone Kat",2040-07-17,09:00:00,21:00:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-07-17 14:58:00",BOTH
92,trip_115,"Simone Kat","Simone Kat",2040-07-17,09:00:00,21:00:00,37831236,,-164.346797881403,39.4198156939129,"2040-07-17 14:58:00",B
93,trip_115,"Simone Kat","Simone Kat",2040-07-17,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-17 21:00:00",B
94,trip_115,"Simone Kat","Simone Kat",2040-07-17,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-07-17 19:00:00",B
95,trip_116,"Teddy Goldstein","Teddy Goldstein",0040-06-01,07:07:00,13:00:00,30179401,"Himark Customs",-165.881937753836,39.6570524926136,"2040-06-01 13:00:00",BOTH
96,trip_116,"Teddy Goldstein","Teddy Goldstein",0040-06-01,07:07:00,13:00:00,30188848,"Anchor Way Grill",-165.890242914931,39.6669391316316,"2040-06-01 13:00:00",BOTH
97,trip_116,"Teddy Goldstein","Teddy Goldstein",0040-06-01,07:07:00,13:00:00,48591000,"Port Authority Office",-165.576410268802,39.5385630504902,"2040-06-01 07:39:00",BOTH
98,trip_116,"Teddy Goldstein","Teddy Goldstein",0040-06-01,07:07:00,13:00:00,"Himark Ferry Terminal","Himark Ferry Terminal",-165.885612306433,39.6556490467165,"2040-06-01 13:00:00",BOTH
99,trip_116,"Teddy Goldstein","Teddy Goldstein",0040-06-01,07:07:00,13:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-06-01 11:00:00",BOTH
100,trip_116,"Teddy Goldstein","Teddy Goldstein",0040-06-01,07:07:00,13:00:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-06-01 07:07:00",BOTH
101,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,37826661,"Paackland Post Office",-164.371233052081,39.4220277368057,"2040-04-03 18:27:00",B
102,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-04-03 17:47:00",B
103,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-04-03 14:00:00",B
104,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-03 09:00:00",B
105,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-04-03 21:00:00",B
106,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-04-03 19:00:00",B
107,trip_117,"Ed Helpsford","Ed Helpsford",0040-04-03,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-03 14:00:00",B
108,trip_118,"Simone Kat","Simone Kat",2040-05-20,09:00:00,21:00:00,2564179411,"Paackland Control Office",-164.340539454206,39.4253968077931,"2040-05-20 16:07:00",B
109,trip_118,"Simone Kat","Simone Kat",2040-05-20,09:00:00,21:00:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-05-20 15:22:00",B
110,trip_118,"Simone Kat","Simone Kat",2040-05-20,09:00:00,21:00:00,7557795055,,-164.351757982253,39.4202665472292,"2040-05-20 14:00:00",B
111,trip_118,"Simone Kat","Simone Kat",2040-05-20,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-05-20 21:00:00",B
112,trip_118,"Simone Kat","Simone Kat",2040-05-20,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-05-20 19:00:00",B
113,trip_118,"Simone Kat","Simone Kat",2040-05-20,09:00:00,21:00:00,,,,,"2040-05-20 09:00:00",A
114,trip_119,Seal,Seal,2040-05-16,14:00:00,14:00:00,2519420987,"The Bait & Stich",-165.957038779125,39.0948190907215,"2040-05-16 23:16:00",BOTH
115,trip_119,Seal,Seal,2040-05-16,14:00:00,14:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-05-16 23:16:00",B
116,trip_119,Seal,Seal,2040-05-16,14:00:00,14:00:00,416797704,,-165.690824936747,39.0045504525891,"2040-05-16 23:16:00",BOTH
117,trip_119,Seal,Seal,2040-05-16,14:00:00,14:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-05-17 06:00:00",B
118,trip_119,Seal,Seal,2040-05-16,14:00:00,14:00:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-05-16 20:00:00",B
119,trip_119,Seal,Seal,2040-05-16,14:00:00,14:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-05-17 14:00:00",B
120,trip_12,"Simone Kat","Simone Kat",2040-07-08,10:50:00,11:39:00,48534978,"Lomark Post Office",-165.586902515428,39.5115439547328,"2040-07-08 11:39:00",B
121,trip_12,"Simone Kat","Simone Kat",2040-07-08,10:50:00,11:39:00,,,,,"2040-07-08 10:50:00",A
122,trip_120,Seal,Seal,2040-07-21,07:00:00,19:00:00,48511187,,-165.596258083304,39.5433462736275,"2040-07-21 09:00:00",BOTH
123,trip_120,Seal,Seal,2040-07-21,07:00:00,19:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-21 13:00:00",B
124,trip_120,Seal,Seal,2040-07-21,07:00:00,19:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-07-21 19:00:00",B
125,trip_121,"Simone Kat","Simone Kat",0040-06-12,09:00:00,21:00:00,37852571,"Port Office of Customs B",-164.406748235115,39.4386936353508,"2040-06-12 17:43:00",B
126,trip_121,"Simone Kat","Simone Kat",0040-06-12,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-06-12 17:03:00",B
127,trip_121,"Simone Kat","Simone Kat",0040-06-12,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-06-12 14:00:00",B
128,trip_121,"Simone Kat","Simone Kat",0040-06-12,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-12 21:00:00",B
129,trip_121,"Simone Kat","Simone Kat",0040-06-12,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-12 19:00:00",B
130,trip_121,"Simone Kat","Simone Kat",0040-06-12,09:00:00,21:00:00,,,,,"2040-06-12 09:00:00",A
131,trip_122,"Simone Kat","Simone Kat",2040-06-18,07:03:00,07:03:00,2133935896,,-165.602128920989,39.5394000627803,"2040-06-18 07:03:00",BOTH
132,trip_123,"Carol Limpet","Carol Limpet",2040-05-28,08:02:00,11:00:00,48510772,,-165.568668374422,39.5114690960778,"2040-05-28 08:02:00",B
133,trip_123,"Carol Limpet","Carol Limpet",2040-05-28,08:02:00,11:00:00,48511190,,-165.599649866128,39.5492506138069,"2040-05-28 11:00:00",BOTH
134,trip_123,"Carol Limpet","Carol Limpet",2040-05-28,08:02:00,11:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-05-28 11:00:00",B
135,trip_124,"Tante Titan","Tante Titan",2040-04-10,09:03:00,09:43:00,37810321,"Tours Central Ticketing",-164.413922433544,39.4373547591692,"2040-04-10 09:43:00",B
136,trip_125,"Carol Limpet","Carol Limpet",2040-04-03,09:00:00,21:00:00,48530519,,-165.598114797385,39.5501615967506,"2040-04-03 21:00:00",BOTH
137,trip_125,"Carol Limpet","Carol Limpet",2040-04-03,09:00:00,21:00:00,48531040,"South Paackland Post Office",-164.556613870327,39.0877186441114,"2040-04-03 14:16:00",B
138,trip_125,"Carol Limpet","Carol Limpet",2040-04-03,09:00:00,21:00:00,491470184,,-164.548766202965,39.1001376840977,"2040-04-03 14:16:00",B
139,trip_125,"Carol Limpet","Carol Limpet",2040-04-03,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-03 21:00:00",B
140,trip_125,"Carol Limpet","Carol Limpet",2040-04-03,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-03 19:00:00",B
141,trip_126,"Tante Titan","Tante Titan",0040-06-26,07:18:00,10:36:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-06-26 10:36:00",B
142,trip_126,"Tante Titan","Tante Titan",0040-06-26,07:18:00,10:36:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-06-26 10:36:00",B
143,trip_127,"Teddy Goldstein","Teddy Goldstein",2040-05-15,09:11:00,09:53:00,12629409643,,-165.59197117413,39.5558531291305,"2040-05-15 09:11:00",B
144,trip_127,"Teddy Goldstein","Teddy Goldstein",2040-05-15,09:11:00,09:53:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-05-15 09:53:00",B
145,trip_128,"Tante Titan","Tante Titan",2040-06-20,06:36:00,07:02:00,37826661,"Paackland Post Office",-164.371233052081,39.4220277368057,"2040-06-20 07:02:00",B
146,trip_128,"Tante Titan","Tante Titan",2040-06-20,06:36:00,07:02:00,37831223,,-164.348417031851,39.4207940430707,"2040-06-20 07:02:00",B
147,trip_129,"Tante Titan","Tante Titan",2040-04-13,09:43:00,10:18:00,37810321,"Tours Central Ticketing",-164.413922433544,39.4373547591692,"2040-04-13 10:18:00",B
148,trip_13,"Ed Helpsford","Ed Helpsford",0040-07-10,09:00:00,21:36:00,48591000,"Port Authority Office",-165.576410268802,39.5385630504902,"2040-07-10 21:36:00",B
149,trip_13,"Ed Helpsford","Ed Helpsford",0040-07-10,09:00:00,21:36:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-10 17:28:00",B
150,trip_13,"Ed Helpsford","Ed Helpsford",0040-07-10,09:00:00,21:36:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-10 14:00:00",B
